axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
body_type,hair,mustachioed,(none),no_data,mother,mothers,female,a mustachioed mother,mustachioed mothers,descriptor_noun
body_type,hair,mustachioed,(none),no_data,parent,parents,neutral,a mustachioed parent,mustachioed parents,descriptor_noun
body_type,hair,mustachioed,(none),no_data,person,people,neutral,a mustachioed person,mustachioed people,descriptor_noun
body_type,hair,mustachioed,(none),no_data,sibling,siblings,neutral,a mustachioed sibling,mustachioed siblings,descriptor_noun
body_type,hair,mustachioed,(none),no_data,sister,sisters,female,a mustachioed sister,mustachioed sisters,descriptor_noun
body_type,hair,mustachioed,(none),no_data,son,sons,male,a mustachioed son,mustachioed sons,descriptor_noun
body_type,hair,mustachioed,(none),no_data,spouse,spouses,neutral,a mustachioed spouse,mustachioed spouses,descriptor_noun
body_type,hair,mustachioed,(none),no_data,veteran,veterans,neutral,a mustachioed veteran,mustachioed veterans,descriptor_noun
body_type,hair,mustachioed,(none),no_data,wife,wives,female,a mustachioed wife,mustachioed wives,descriptor_noun
body_type,hair,mustachioed,(none),no_data,woman,women,female,a mustachioed woman,mustachioed women,descriptor_noun
body_type,hair,redheaded,(none),reviewed,(none),(none),(none),redheaded,redheaded,descriptor
body_type,hair,redheaded,(none),reviewed,boy,boys,male,a redheaded boy,redheaded boys,descriptor_noun
body_type,hair,redheaded,(none),reviewed,bro,bros,male,a redheaded bro,redheaded bros,descriptor_noun
body_type,hair,redheaded,(none),reviewed,brother,brothers,male,a redheaded brother,redheaded brothers,descriptor_noun
body_type,hair,redheaded,(none),reviewed,child,children,neutral,a redheaded child,redheaded children,descriptor_noun
body_type,hair,redheaded,(none),reviewed,dad,dads,male,a redheaded dad,redheaded dads,descriptor_noun
body_type,hair,redheaded,(none),reviewed,daughter,daughters,female,a redheaded daughter,redheaded daughters,descriptor_noun
body_type,hair,redheaded,(none),reviewed,father,fathers,male,a redheaded father,redheaded fathers,descriptor_noun
body_type,hair,redheaded,(none),reviewed,girl,girls,female,a redheaded girl,redheaded girls,descriptor_noun
body_type,hair,redheaded,(none),reviewed,grandfather,grandfathers,male,a redheaded grandfather,redheaded grandfathers,descriptor_noun
body_type,hair,redheaded,(none),reviewed,grandma,grandmas,female,a redheaded grandma,redheaded grandmas,descriptor_noun
body_type,hair,redheaded,(none),reviewed,grandmother,grandmothers,female,a redheaded grandmother,redheaded grandmothers,descriptor_noun
body_type,hair,redheaded,(none),reviewed,grandpa,grandpas,male,a redheaded grandpa,redheaded grandpas,descriptor_noun
body_type,hair,redheaded,(none),reviewed,grandparent,grandparents,neutral,a redheaded grandparent,redheaded grandparents,descriptor_noun
body_type,hair,redheaded,(none),reviewed,guy,guys,male,a redheaded guy,redheaded guys,descriptor_noun
body_type,hair,redheaded,(none),reviewed,husband,husbands,male,a redheaded husband,redheaded husbands,descriptor_noun
body_type,hair,redheaded,(none),reviewed,individual,individuals,neutral,a redheaded individual,redheaded individuals,descriptor_noun
body_type,hair,redheaded,(none),reviewed,kid,kids,neutral,a redheaded kid,redheaded kids,descriptor_noun
body_type,hair,redheaded,(none),reviewed,lady,ladies,female,a redheaded lady,redheaded ladies,descriptor_noun
body_type,hair,redheaded,(none),reviewed,man,men,male,a redheaded man,redheaded men,descriptor_noun
body_type,hair,redheaded,(none),reviewed,mom,moms,female,a redheaded mom,redheaded moms,descriptor_noun
body_type,hair,redheaded,(none),reviewed,mother,mothers,female,a redheaded mother,redheaded mothers,descriptor_noun
body_type,hair,redheaded,(none),reviewed,parent,parents,neutral,a redheaded parent,redheaded parents,descriptor_noun
body_type,hair,redheaded,(none),reviewed,person,people,neutral,a redheaded person,redheaded people,descriptor_noun
body_type,hair,redheaded,(none),reviewed,sibling,siblings,neutral,a redheaded sibling,redheaded siblings,descriptor_noun
body_type,hair,redheaded,(none),reviewed,sister,sisters,female,a redheaded sister,redheaded sisters,descriptor_noun
body_type,hair,redheaded,(none),reviewed,son,sons,male,a redheaded son,redheaded sons,descriptor_noun
body_type,hair,redheaded,(none),reviewed,spouse,spouses,neutral,a redheaded spouse,redheaded spouses,descriptor_noun
body_type,hair,redheaded,(none),reviewed,veteran,veterans,neutral,a redheaded veteran,redheaded veterans,descriptor_noun
body_type,hair,redheaded,(none),reviewed,wife,wives,female,a redheaded wife,redheaded wives,descriptor_noun
body_type,hair,redheaded,(none),reviewed,woman,women,female,a redheaded woman,redheaded women,descriptor_noun
body_type,hair,shaggy,(none),no_data,(none),(none),(none),shaggy,shaggy,descriptor
body_type,hair,shaggy,(none),no_data,boy,boys,male,a shaggy boy,shaggy boys,descriptor_noun
body_type,hair,shaggy,(none),no_data,bro,bros,male,a shaggy bro,shaggy bros,descriptor_noun
body_type,hair,shaggy,(none),no_data,brother,brothers,male,a shaggy brother,shaggy brothers,descriptor_noun
body_type,hair,shaggy,(none),no_data,child,children,neutral,a shaggy child,shaggy children,descriptor_noun
body_type,hair,shaggy,(none),no_data,dad,dads,male,a shaggy dad,shaggy dads,descriptor_noun
body_type,hair,shaggy,(none),no_data,daughter,daughters,female,a shaggy daughter,shaggy daughters,descriptor_noun
body_type,hair,shaggy,(none),no_data,father,fathers,male,a shaggy father,shaggy fathers,descriptor_noun
body_type,hair,shaggy,(none),no_data,girl,girls,female,a shaggy girl,shaggy girls,descriptor_noun
body_type,hair,shaggy,(none),no_data,grandfather,grandfathers,male,a shaggy grandfather,shaggy grandfathers,descriptor_noun
body_type,hair,shaggy,(none),no_data,grandma,grandmas,female,a shaggy grandma,shaggy grandmas,descriptor_noun
body_type,hair,shaggy,(none),no_data,grandmother,grandmothers,female,a shaggy grandmother,shaggy grandmothers,descriptor_noun
body_type,hair,shaggy,(none),no_data,grandpa,grandpas,male,a shaggy grandpa,shaggy grandpas,descriptor_noun
body_type,hair,shaggy,(none),no_data,grandparent,grandparents,neutral,a shaggy grandparent,shaggy grandparents,descriptor_noun
body_type,hair,shaggy,(none),no_data,guy,guys,male,a shaggy guy,shaggy guys,descriptor_noun
body_type,hair,shaggy,(none),no_data,husband,husbands,male,a shaggy husband,shaggy husbands,descriptor_noun
body_type,hair,shaggy,(none),no_data,individual,individuals,neutral,a shaggy individual,shaggy individuals,descriptor_noun
body_type,hair,shaggy,(none),no_data,kid,kids,neutral,a shaggy kid,shaggy kids,descriptor_noun
body_type,hair,shaggy,(none),no_data,lady,ladies,female,a shaggy lady,shaggy ladies,descriptor_noun
body_type,hair,shaggy,(none),no_data,man,men,male,a shaggy man,shaggy men,descriptor_noun
body_type,hair,shaggy,(none),no_data,mom,moms,female,a shaggy mom,shaggy moms,descriptor_noun
body_type,hair,shaggy,(none),no_data,mother,mothers,female,a shaggy mother,shaggy mothers,descriptor_noun
body_type,hair,shaggy,(none),no_data,parent,parents,neutral,a shaggy parent,shaggy parents,descriptor_noun
body_type,hair,shaggy,(none),no_data,person,people,neutral,a shaggy person,shaggy people,descriptor_noun
body_type,hair,shaggy,(none),no_data,sibling,siblings,neutral,a shaggy sibling,shaggy siblings,descriptor_noun
body_type,hair,shaggy,(none),no_data,sister,sisters,female,a shaggy sister,shaggy sisters,descriptor_noun
body_type,hair,shaggy,(none),no_data,son,sons,male,a shaggy son,shaggy sons,descriptor_noun
body_type,hair,shaggy,(none),no_data,spouse,spouses,neutral,a shaggy spouse,shaggy spouses,descriptor_noun
body_type,hair,shaggy,(none),no_data,veteran,veterans,neutral,a shaggy veteran,shaggy veterans,descriptor_noun
body_type,hair,shaggy,(none),no_data,wife,wives,female,a shaggy wife,shaggy wives,descriptor_noun
body_type,hair,shaggy,(none),no_data,woman,women,female,a shaggy woman,shaggy women,descriptor_noun
body_type,hair,short-haired,(none),no_data,(none),(none),(none),short-haired,short-haired,descriptor
body_type,hair,short-haired,(none),no_data,boy,boys,male,a short-haired boy,short-haired boys,descriptor_noun
body_type,hair,short-haired,(none),no_data,bro,bros,male,a short-haired bro,short-haired bros,descriptor_noun
body_type,hair,short-haired,(none),no_data,brother,brothers,male,a short-haired brother,short-haired brothers,descriptor_noun
body_type,hair,short-haired,(none),no_data,child,children,neutral,a short-haired child,short-haired children,descriptor_noun
body_type,hair,short-haired,(none),no_data,dad,dads,male,a short-haired dad,short-haired dads,descriptor_noun
body_type,hair,short-haired,(none),no_data,daughter,daughters,female,a short-haired daughter,short-haired daughters,descriptor_noun
body_type,hair,short-haired,(none),no_data,father,fathers,male,a short-haired father,short-haired fathers,descriptor_noun
body_type,hair,short-haired,(none),no_data,girl,girls,female,a short-haired girl,short-haired girls,descriptor_noun
body_type,hair,short-haired,(none),no_data,grandfather,grandfathers,male,a short-haired grandfather,short-haired grandfathers,descriptor_noun
body_type,hair,short-haired,(none),no_data,grandma,grandmas,female,a short-haired grandma,short-haired grandmas,descriptor_noun
body_type,hair,short-haired,(none),no_data,grandmother,grandmothers,female,a short-haired grandmother,short-haired grandmothers,descriptor_noun
body_type,hair,short-haired,(none),no_data,grandpa,grandpas,male,a short-haired grandpa,short-haired grandpas,descriptor_noun
body_type,hair,short-haired,(none),no_data,grandparent,grandparents,neutral,a short-haired grandparent,short-haired grandparents,descriptor_noun
body_type,hair,short-haired,(none),no_data,guy,guys,male,a short-haired guy,short-haired guys,descriptor_noun
body_type,hair,short-haired,(none),no_data,husband,husbands,male,a short-haired husband,short-haired husbands,descriptor_noun
body_type,hair,short-haired,(none),no_data,individual,individuals,neutral,a short-haired individual,short-haired individuals,descriptor_noun
body_type,hair,short-haired,(none),no_data,kid,kids,neutral,a short-haired kid,short-haired kids,descriptor_noun
body_type,hair,short-haired,(none),no_data,lady,ladies,female,a short-haired lady,short-haired ladies,descriptor_noun
body_type,hair,short-haired,(none),no_data,man,men,male,a short-haired man,short-haired men,descriptor_noun
body_type,hair,short-haired,(none),no_data,mom,moms,female,a short-haired mom,short-haired moms,descriptor_noun
body_type,hair,short-haired,(none),no_data,mother,mothers,female,a short-haired mother,short-haired mothers,descriptor_noun
body_type,hair,short-haired,(none),no_data,parent,parents,neutral,a short-haired parent,short-haired parents,descriptor_noun
body_type,hair,short-haired,(none),no_data,person,people,neutral,a short-haired person,short-haired people,descriptor_noun
body_type,hair,short-haired,(none),no_data,sibling,siblings,neutral,a short-haired sibling,short-haired siblings,descriptor_noun
body_type,hair,short-haired,(none),no_data,sister,sisters,female,a short-haired sister,short-haired sisters,descriptor_noun
body_type,hair,short-haired,(none),no_data,son,sons,male,a short-haired son,short-haired sons,descriptor_noun
body_type,hair,short-haired,(none),no_data,spouse,spouses,neutral,a short-haired spouse,short-haired spouses,descriptor_noun
body_type,hair,short-haired,(none),no_data,veteran,veterans,neutral,a short-haired veteran,short-haired veterans,descriptor_noun
body_type,hair,short-haired,(none),no_data,wife,wives,female,a short-haired wife,short-haired wives,descriptor_noun
body_type,hair,short-haired,(none),no_data,woman,women,female,a short-haired woman,short-haired women,descriptor_noun
body_type,hair,white-haired,(none),no_data,(none),(none),(none),white-haired,white-haired,descriptor
body_type,hair,white-haired,(none),no_data,boy,boys,male,a white-haired boy,white-haired boys,descriptor_noun
body_type,hair,white-haired,(none),no_data,bro,bros,male,a white-haired bro,white-haired bros,descriptor_noun
body_type,hair,white-haired,(none),no_data,brother,brothers,male,a white-haired brother,white-haired brothers,descriptor_noun
body_type,hair,white-haired,(none),no_data,child,children,neutral,a white-haired child,white-haired children,descriptor_noun
body_type,hair,white-haired,(none),no_data,dad,dads,male,a white-haired dad,white-haired dads,descriptor_noun
body_type,hair,white-haired,(none),no_data,daughter,daughters,female,a white-haired daughter,white-haired daughters,descriptor_noun
body_type,hair,white-haired,(none),no_data,father,fathers,male,a white-haired father,white-haired fathers,descriptor_noun
body_type,hair,white-haired,(none),no_data,girl,girls,female,a white-haired girl,white-haired girls,descriptor_noun
body_type,hair,white-haired,(none),no_data,grandfather,grandfathers,male,a white-haired grandfather,white-haired grandfathers,descriptor_noun
body_type,hair,white-haired,(none),no_data,grandma,grandmas,female,a white-haired grandma,white-haired grandmas,descriptor_noun
body_type,hair,white-haired,(none),no_data,grandmother,grandmothers,female,a white-haired grandmother,white-haired grandmothers,descriptor_noun
body_type,hair,white-haired,(none),no_data,grandpa,grandpas,male,a white-haired grandpa,white-haired grandpas,descriptor_noun
body_type,hair,white-haired,(none),no_data,grandparent,grandparents,neutral,a white-haired grandparent,white-haired grandparents,descriptor_noun
body_type,hair,white-haired,(none),no_data,guy,guys,male,a white-haired guy,white-haired guys,descriptor_noun
body_type,hair,white-haired,(none),no_data,husband,husbands,male,a white-haired husband,white-haired husbands,descriptor_noun
body_type,hair,white-haired,(none),no_data,individual,individuals,neutral,a white-haired individual,white-haired individuals,descriptor_noun
body_type,hair,white-haired,(none),no_data,kid,kids,neutral,a white-haired kid,white-haired kids,descriptor_noun
body_type,hair,white-haired,(none),no_data,lady,ladies,female,a white-haired lady,white-haired ladies,descriptor_noun
body_type,hair,white-haired,(none),no_data,man,men,male,a white-haired man,white-haired men,descriptor_noun
body_type,hair,white-haired,(none),no_data,mom,moms,female,a white-haired mom,white-haired moms,descriptor_noun
body_type,hair,white-haired,(none),no_data,mother,mothers,female,a white-haired mother,white-haired mothers,descriptor_noun
body_type,hair,white-haired,(none),no_data,parent,parents,neutral,a white-haired parent,white-haired parents,descriptor_noun
body_type,hair,white-haired,(none),no_data,person,people,neutral,a white-haired person,white-haired people,descriptor_noun
body_type,hair,white-haired,(none),no_data,sibling,siblings,neutral,a white-haired sibling,white-haired siblings,descriptor_noun
body_type,hair,white-haired,(none),no_data,sister,sisters,female,a white-haired sister,white-haired sisters,descriptor_noun
